State|Location|Address|City|Facility|Hours
Texas|Children's Memorial Hermann Hospital|6411 Fannin|Houston|Clinic|
Texas|Christus Spohn Memorial|2606 Hospital Blvd|Corpus Christi|Drive-thru|
Texas|City of Brownsville Drive-Thru Testing|Unlisted|Brownsville|Drive-thru|
Texas|City of Laredo Health Department|2600 Cedar Ave|Laredo|Drive-thru|Tuesdays 9-11
Texas|City Square|1610 S. Malcolm X Blvd.|Dallas|Drive-thru|"T,W,R,F- 1pm - 5 pm; Sat- 8:30 am- 2:30 pm"
Texas|CityDoc Urgent Care|"5301 W Lovers Ln., Ste. 109"|Dallas|Clinic|
Texas|CityDoc Urgent Care|"2909 McKinney Ave., Ste. B"|Dallas|Clinic|
Texas|CityDoc Urgent Care|10759 Preston Rd. Ste. 200|Dallas|Clinic|
Texas|CityDoc Urgent Care|"3020 W 7th St., Ste. 210"|Fort Worth|Clinic|
Texas|Clinicas Mi Doctor|941 E Park Row Dr|Arlington|Drive-thru|"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm."
Texas|Clinicas Mi Doctor|10058 Long Point Rd|Houston|Drive-thru|
Texas|Clinicas Mi Doctor|5230 Aldine Mail Rte Rd|Houston|Drive-thru|"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm."
Texas|Clinicas Mi Doctor|8225 Broadway St|Houston|Drive-thru|"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm."
Texas|Clinicas Mi Doctor - Lewisville|701 S Stemmons Fwy|Lewisville|Drive-thru|
Texas|Clinicas Mi Doctor - Seminary location|4200 South Fwy. #106|Fort Worth|Drive-thru|
Texas|Collier Regional Library|6200 Pinemont Dr.|Houston|Drive-thru|10:00 am - 5:00 pm
Texas|Community ER Houston|3550 Rayford Drive|Spring|"Drive-thru, Walk-thru"|
Texas|Community Med Family Urgent Care|6320 U.S. 287 Frontage Rd #112|Arlington|Clinic|
Texas|Community Med Family Urgent Care|11350 US-380 #100|Cross Roads|Clinic|
Texas|Community Med Family Urgent Care|295 FM156 #300|Haslet|Clinic|
Texas|Community Med Family Urgent Care|3591 McKinney Street Suite #400A|Melissa|Clinic|
Texas|Community Med Family Urgent Care|670 W Princeton Dr #400|Princeton|Clinic|
Texas|Community Med Family Urgent Care|1000 N Preston Rd #60|Prosper|Clinic|
Texas|Community Med Family Urgent Care|3210 Midwestern Pkwy #500|Wichita Falls|Clinic|
Texas|Corpus Christi Urgent Care|14317 Northwest Blvd.|Corpus Christi|Clinic|
Texas|Coryell Health|1507 West Main Street|Gatesville|Clinic|
Texas|Coryell Health|1510 Hannah Valley Road|Goldthwaite|Clinic|
Texas|Coryell Health|5100 Franklin Ave|Waco|Clinic|
Texas|Country Club Urgent Care|"8041 North Mesa, Suite B2"|El Paso|Clinic|
Texas|CVS Health COVID-19 Testing Site|1010 North Willis Street|Abilene|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|965 North Judge Ely Boulevard|Abilene|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1550 Stacy Road|Allen|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1600 South Bypass 35|Alvin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|317 East Amarillo Boulevard|Amarillo|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3340 South Western Street|Amarillo|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6151 Matlock Road|Arlington|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3401 South Collins|Arlington|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|815 East Abrams|Arlington|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|702 East Tyler Street|Athens|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|101 Loop 59 North|Atlanta|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|"2101 S. Lamar Boulevard, Unit B"|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4001 West William Cannon Drive|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1701 East Parmer Lane|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|520 West Slaughter Lane|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|"5256 Burnet Road, Suite B"|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1701 Briarcliff Boulevard|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4405 East Riverside Drive|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1950 W. William Cannon|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|11300 North Lamar Boulevard|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|11725 North FM 620|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2610 Lake Austin Boulevard|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3500 West Slaughter Lane|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5526 South Congress Avenue|Austin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|11820 Elam Road|Balch Springs|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2711 7th Street|Bay City|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1514 North Alexander|Baytown|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3923 Garth Road|Baytown|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6850 Eastex Freeway|Beaumont|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3890 Phelan Boulevard|Beaumont|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2950 North Dowlen Road|Beaumont|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|237 East Pipeline Road|Bedford|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5430 Bissonnet Street|Bellaire|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1513 South Valley Mills Drive|Beverly Hills|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1501 West Walker|Breckenridge|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7395 Padre Island Highway|Brownsville|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1484 Ruben M Torres Sr Boulevard|Brownsville|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1319 Austin Avenue|Brownwood|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|220 S FM 1626|Buda|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3065 North Josey Lane|Carrollton|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4100 State Highway 121|Carrollton|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1009 West Rosemeade Parkway|Carrolton|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|801 West Panola Street|Carthage|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6915 West Avenue|Castle Hills|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|814 Sheldon Road|Channelview|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2411 Texas Avenue South|College Station|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9884 Highway 242|Conroe|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2110 North Frazier Street|Conroe|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8027 Kitty Hawk|Converse|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1000 East Sandy Lake Drive|Coppell|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1101 FM 2181|Corinth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4166 South Staples Street|Corpus Christi|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7798 South Padre Island Drive|Corpus Christi|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1240 South Port Avenue|Corpus Christi|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4102 Ayers Street|Corpus Christi|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4801 South Alameda Street|Corpus Christi|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3205 South Alameda St|Corpus Christi|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|601 West 7th Avenue|Corsicana|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|825 South Crowley Road|Crowley|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|10515 Fry Road|Cypress|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7010 Fry Road|Cypress|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|13757 Cypress North Houston Road|Cypress|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|12550 Louetta Road|Cypress|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|26265 Northwest Freeway|Cypress|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|15105 Preston Road|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5429 Ross Avenue|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4207 Lemmon Avenue|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8024 Walnut Hill Lane|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6004 Samuell Boulevard|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|10666 East Northwest Highway|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8555 Ferguson Road|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|10014 Garland Road|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|13033 Coit Road|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|150 East Illinois Avenue|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|17410 Marsh Lane|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3030 Sylvan Avenue|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3133 East Lemmon Avenue|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7102 Campbell Road|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7203 Skillman Street|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7979 Beltline Road|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9390 Forest Lane|Dallas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2910 FM Road 120 West|Denison|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|100 N. Dumas Avenue|Dumas|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|615 South Cockrell Hill Road|Duncanville|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2820 West University Drive|Edinburg|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2121 West Trenton Road|Edinburg|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|12051 Tierra Este Road|El Paso|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1780 N Lee Trevino Drive|El Paso|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8041 N. Mesa Street Suite A|El Paso|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3350 Forest Hill Circle|Forest Hill|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4400 Basswood Boulevard|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8560 South Hulen Street|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1201 North Beach Street|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4140 East Lancaster Avenue|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8520 West Highway 80|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3145 Mansfield Highway|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2706 Jacksboro Highway|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3401 Atla Mere Drive|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3614 Camp Bowie|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4333 Western Center Boulevard|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6431 McCart Ave|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|700 W. Seminary Drive|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9620 White Settlement Road|Fort Worth|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1853 West Second Street|Freeport|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5401 Lebanon|Frisco|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2326 61st Street|Galveston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3034 South First|Garland|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5702 Lavon Drive|Garland|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|701 East Main Street|Grand Prairie|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|810 West Pioneer Parkway|Grand Prairie|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4203 South Carrier Parkway|Grand Prairie|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3701 Ira E. Woods Avenue|Grapevine|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5010 Wesley Street|Greenville|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3220 Denton Highway|Haltom City|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|118 East Harrison|Harlingen|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|12980 Bandera Road|Helotes|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|725 East Main Street|Henderson|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4715 Westhiemer Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9455 Hammerly Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9125 Hillcroft Street|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7102 Beechnut Street|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|11012 Richmond Avenue|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7950 South Gessner Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|12585 Richmond Avenue|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|12234 Jones Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9838 Buffalo Speedway|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8550 West Airport Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8234 Broadway Street|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3140 FM 1960 Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|10902 Bissonnet Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|12260 Bellaire Boulevard|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|13555 Beechnut Street|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6161 Telephone Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4314 North Freeway|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1339 South Dairy Ashford|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9292 Westheimer Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|11540 Westheimer Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|14606 Richmond Avenue|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4131 Aldine Mail Route Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7900 South Main Street|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1000 Elgin Street|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1003 Richmond Ave.|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|11600 FM 1960 West|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|12502 Memorial Drive|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|12601 Tomball Parkway|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|15010 Memorial Drive|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|19715 Tomball Parkway|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2469 Bay Area|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2828 Spears Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4150 North Shepherd Street|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4451 West Fuqua Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5402 Westheimer Road|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5510 West Orem Drive|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5603 FM1960 W|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5725 N. Eldridge Parkway|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6079 State Highway 6 North|Houston|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8000 N. Sam Houston Pkwy East.|Humble|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1233 Precinct Line Road|Hurst|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1333 Story Road|Irving|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3401 West Walnut Hill Lane|Irving|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|10222 East Freeway|Jacinto City|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8620 Jones Road|Jersey Village|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|24950 Franz Road|Katy|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3050 West Grandparkway|Katy|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1616 South Mason|Katy|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|801 North Tarrant Parkway|Keller|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1000 East King Street|Kingsville|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1295 East League City Parkway|League City|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3013 Marina Bay Drive|League City|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5002 West Main Street|League City|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2005 Highway 90|Liberty|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1754 West Loop 281|Longview|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3402 50th Street|Lubbock|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3402 Slide Road|Lubbock|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|608 North Slide Road|Lubbock|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|923 West Frank Street|Lufkin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1204 East Lufkin Avenue|Lufkin|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2200 Matlock|Mansfield|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5600 North 23rd Street|McAllen|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2312 W University Ave|McKinney|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|159 South Central Expressway|McKinney|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2100 Eldorado Parkway|McKinney|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6301 West El Dorado Parkway|McKinney|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8953 Virginia Parkway|McKinney|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8995 Stacy Road|McKinney|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|904 E. Cartwright Road|Mesquite|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1413 Oates Drive|Mesquite|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|827 East Milam|Mexia|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5315 Briarwood Avenue|Midland|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2781 Dulles Avenue|Missouri City|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1610 Cartwright Road|Missouri City|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|601 South Jefferson Avenue|Mount Pleasant|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1424 North Street|Nacogdoches|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2712 Highway 365|Nederland|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2020 South Walnut Avenue|New Braunfels|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|210 North Business IH 35|New Braunfels|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4101 East 42nd Street|Odessa|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|290 Strickland Drive|Orange|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1919 South Loop 256|Palestine|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1300 North Hobart|Pampa|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3710 Lamar Avenue|Paris|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|930 Southmore Avenue|Pasadena|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3342 Spencer Highway|Pasadena|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5610 Spencer Highway|Pasadena|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|11600 Shadow Creek|Pearland|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1301 So. Cage Blvd|Pharr|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1801 West 5th Street|Plainview|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2140 Hedgecoxe Road|Plano|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|525 West Parker Road|Plano|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5920 West Park Boulevard|Plano|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1501 Independence Parkway|Plano|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2101 West Spring Creek Parkway|Plano|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4101 Twin City Highway|Port Arthur|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|111 East Hidalgo Avenue|Raymondville|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2129 East Beltline Road|Richardson|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|325 West Spring Valley Road|Richardson|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|605 West Campbell Road|Richardson|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6900 Grand Mission Boulevard|Richmond|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|11950 Mason Rd|Richmond|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5306 Avenue I|Rosenberg|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2001 East Palm Valley Boulevard|Round Rock|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|800 West Old Settlers Boulevard|Round Rock|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7001 Wyoming Springs Drive|Round Rock|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1855 Gattis School Road|Round Rock|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1301 North Saginaw|Saginaw|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|318 West Beauregard Avenue|San Angelo|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2018 Culebra Road|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|22135 IH-10 W|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2801 Nogalitos Street|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2920 E Southcross Boulevard|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3502 SE Military Drive|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4805 Medical Drive|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7208 FM 78|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8602 Huebner Road|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9140 Guilbeau|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4730 Fredericksburg Road|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|15038 Nacogdoches Road|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7202 San Pedro Avenue|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|103 SW Military Drive|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1118 South WW White Road|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|120 East Sonterra Boulevard|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|23530 Wilderness Oak|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3027 Nacogdoches Road|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4100 De Zavala Road|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|6539 De Zavala Road|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|7603 Culebra|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9050 FM 1560 N|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|9838 Potranco|San Antonio|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|920 Highway 80|San Marcos|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2693 FM 3009|Schertz|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2232 Repsdorph Road|Seabrook|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2106 Rayford Road|Spring|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|22560 Aldine Westfield|Spring|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|25110 Grogans Mill Road|Spring|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|8754 Spring Cypress Road|Spring|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2565 West Washington|Stephensville|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|10110 SH South|Sugar Land|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1250 Highway 6|Sugarland|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2674 South 31st Street|Temple|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|2902 Palmer Highway|Texas City|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|5300 South Colony|The Colony|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|4775 West Panther Creek Drive|The Woodlands|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|815 West Main Street|Tomball|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|601 North Valley Mills|Waco|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|1710 North Richmond Road|Wharton|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3601Jacksboro Highway|Wichita Falls|Drive-thru|
Texas|CVS Health COVID-19 Testing Site|3201 Seymour Highway|Wichita Falls|Drive-thru|
Texas|Dr. J Express Care|3802 Catclaw Dr.|Abilene|Drive-thru|
Texas|Ellis Davis Field House|9191 S. Polk S|Dallas|Drive-thru|
Texas|Entrust Immediate Care|"9778 Katy Freeway, Suite 100"|Houston|Clinic|
Texas|Entrust Immediate Care|"5535 Memorial Drive, Suite B"|Houston|Clinic|
Texas|Exceptional Emergency Care|2101 S Coulter St|Amarillo|Clinic|
Texas|Exceptional Emergency Care|2105 S Western St|Amarillo|Clinic|
Texas|Exceptional Emergency Care|5800 S Coulter St|Amarillo|Clinic|
Texas|Exceptional Emergency Care|4755 Eastex Fwy|Beaumont|Clinic|
Texas|Exceptional Emergency Care|449 East Alton Gloor Boulevard|Brownsville|Clinic|
Texas|Exceptional Emergency Care|1251 Eastchase Parkway|Fort Worth|Clinic|
