State |Location |Address |City |Eligibility
Pennsylvania |Lehigh  Valley  Health  Network |35  Sillyman  Street |Cressona |Must  be  pre-screened
Pennsylvania |Lehigh  Valley  Health  Network |128  W  14th  Street |Hazleton |Must  be  pre-screened
Pennsylvania |Lehigh  Valley  Health  Network |149  N  Vine  Street |Hazleton |Must  be  pre-screened
Pennsylvania |Lehigh  Valley  Health  Network |6451  Village  Lane |Macungie |Must  be  pre-screened
Pennsylvania |Lehigh  Valley  Health  Network |863  Nazareth  Pike |Nazareth |Must  be  pre-screened
Pennsylvania |Lehigh  Valley  Health  Network |528  Delaware  Ave |Palmerton |Must  be  pre-screened
Pennsylvania |Lehigh  Valley  Health  Network |"320  W  Pumping  Station  Road,  Suite  3" |Quakertown |Must  be  pre-screened
Pennsylvania |Lehigh  Valley  Health  Network |1655  W  Main  Street |Stroudsburg |Must  be  pre-screened
Pennsylvania |Lehigh  Valley  Health  Network |"292  Frantz  Road,  Suite  102" |Stroudsburg |Must  be  pre-screened
Pennsylvania |Lehigh  Valley  Health  Network |2741  MacArthur  Road |Whitehall |Must  be  pre-screened
Pennsylvania |Main  Line  Health  -  Newtown  Square |3855  West  Chester  Pike |Newtown  Square |Main  Line  Health  System  or  Nemours  patients  only
Pennsylvania |Main  Line  Health  -  Radnor |240  North  Radnor  Chester  Road |Radnor |Main  Line  Health  System  or  Nemours  patients  only
Pennsylvania |MedExpress |300  East  Plank  Road |Altoona |
Pennsylvania |MedExpress |655  East  Dubois  Ave |Dubois |Call  first
Pennsylvania |MedExpress |5039  Peach  Street |Erie |Call  first
Pennsylvania |MedExpress |2128  Oakland  Ave |Indiana |Call  first
Pennsylvania |MedExpress |1221  Scalp  Ave |Johnstown |Call  first
Pennsylvania |MedExpress |1010  West  Crestview  Drive |Lebanon |Call  first
Pennsylvania |MedExpress |1613  North  Atherton  Street |State  College |Call  first
Pennsylvania |MedExpress |289  McClellandtown  Road |Uniontown |Call  first
Pennsylvania |MedExpress |10632  Perry  Highway |Wexford |Call  first
Pennsylvania |Mercy  Catholic  Medical  Center  (MCMC)  –  Mercy  Philadelphia |501  S.  54th  Street |Philadelphia |screening  required
Pennsylvania |Mount  Nittany |1700  Old  Gatesburg  Road |State  College |appt/referral
Pennsylvania |Penn  Medicine |201  King  of  Prussia  Road  -  north  parking  lot |Radnor |appt  only
Pennsylvania |Penn  Medicine |4122  Market  Street  Parking  Lot |West  Philadelphia |appt  only
Pennsylvania |Penn  Medicine  Urgent  Care |"1930  S.  Broad  Street,  Ground  Floor" |Philadelphia |
Pennsylvania |Pennsylvania  College  of  Health  Sciences |850  Greenfield  Road |Lancaster |referral
Pennsylvania |Philadelphia  Dept.  of  Health |2230  Cottman  Ave |Philadelphia |Must  schedule  appointment
Pennsylvania |Philadelphia  Dept.  of  Health |1700  S.  Broad  St |Philadelphia |Must  schedule  appointment
Pennsylvania |Philadelphia  Dept.  of  Health |2840  W.  Dauphin  St |Philadelphia |Must  schedule  appointment
Pennsylvania |Philadelphia  Dept.  of  Health |1900  N.  20th  St |Philadelphia |Must  schedule  appointment
Pennsylvania |Philadelphia  Dept.  of  Health |301  W.  Girard  Ave |Philadelphia |Must  schedule  appointment
Pennsylvania |Philadelphia  Dept.  of  Health |131  E.  Chelten  Ave |Philadelphia |Must  schedule  appointment
Pennsylvania |Philadelphia  Dept.  of  Health |555  S.  43rd  St |Philadelphia |Must  schedule  appointment
Pennsylvania |Philadelphia  Dept.  of  Health |4400  Haverford  Ave |Philadelphia |Must  schedule  appointment
Pennsylvania |PHMC  Congreso  Health  Center |412  W.  Lehigh  Ave |Philadelphia |Must  schedule  appointment
Pennsylvania |PHMC  Health  Connection |1900  N.  9th  St |Philadelphia |
Pennsylvania |PHMC  Rising  Sun  Health  Center |5675  N.  Front  St |Philadelphia |Must  schedule  appointment
Pennsylvania |PM  Pediatrics  Urgent  Care |101  E.  Swedesford  Rd |Wayne |age  0-26
Pennsylvania |Project  Baseline  Erie | |Erie |visit  link  for  prescreen
Pennsylvania |Project  Baseline  Harrisburg | |Harrisburg |visit  link  for  prescreen
Pennsylvania |Project  Baseline  Monroeville | |Monroeville |visit  link  for  prescreen
Pennsylvania |Project  Baseline  Plains | |Plains |visit  link  for  prescreen
Pennsylvania |Project  Baseline  York | |York |visit  link  for  prescreen
Pennsylvania |Project  Home  Stephen  Klein  Wellness  Center |2144  Cecil  B.  Moore  Ave |Philadelphia |Must  be  a  patient  in  the  provider's  network.  Must  schedule  an  appointment.
Pennsylvania |Rite  Aid |5430  Peach  Street |Erie |
Pennsylvania |Rite  Aid |20  South  River  Street |Scranton |
Pennsylvania |Sayre  Health  Center |227  S.  59th  St |Philadelphia |Must  schedule  appointment
Pennsylvania |Tower  Health  Urgent  Care |1050  East  Philadelphia  Ave |Gilbertsville |Patients  are  encouraged  to  get  screened  by  their  primary  care  provider  first
Pennsylvania |Tower  Health  Urgent  Care |215  Lancaster  Ave |Malvern |Patients  are  encouraged  to  get  screened  by  their  primary  care  provider  first
Pennsylvania |Tower  Health  Urgent  Care |10050  Roosevelt  Blvd. |Philadelphia |Patients  are  encouraged  to  get  screened  by  their  primary  care  provider  first
Pennsylvania |Tower  Health  Urgent  Care |580  West  Germantown  Pike |Plymouth  Meeting |Patients  are  encouraged  to  get  screened  by  their  primary  care  provider  first
Pennsylvania |Tower  Health  Urgent  Care |2101  State  Hill  Rd  Suite  5 |Reading |Patients  are  encouraged  to  get  screened  by  their  primary  care  provider  first
Pennsylvania |UPMC  Northwest  Reno  Diagnostic  Center |1671  Allegheny  Blvd. |Reno |Appt  only
Pennsylvania |Walgreens |52  CHESTER  PIKE |DARBY |No  appointment  needed.  A  valid  ID  is  required.  Bring  insurance  card  if  you  have  one.
Pennsylvania |Walmart |9300  State  Route  61 |Coal  Township |https://corporate.walmart.com/covid19testing
Pennsylvania |Walmart |120  AJK  Blvd. |Lewisburg |https://corporate.walmart.com/covid19testing
Pennsylvania |Walmart |980  N.  Susquehanna  Trail |Selinsgrove |https://corporate.walmart.com/covid19testing
Rhode  Island |Anchor  Medical  Associates |"1  Commerce  Street,  Suite  200" |Lincoln |
Rhode  Island |Armistice  Urgent  Care |209  Armistice  Blvd |Pawtucket |
Rhode  Island |Blackstone  Valley  Community  Health  Care |9  Chestnut  Street |Central  Falls |
Rhode  Island |Blackstone  Valley  Community  Health  Care |1000  Broad  Street |Central  Falls |
Rhode  Island |Blackstone  Valley  Community  Health  Care |39  East  Avenue |Pawtucket |
Rhode  Island |Blackstone  Valley  Community  Health  Care |1145  Main  Street |Pawtucket |
Rhode  Island |Blackstone  Valley  Pediatrics |2  Meehan  Lane |Cumberland |
Rhode  Island |Care  New  England |45  Willard  Avenue |Providence |
Rhode  Island |Clínica  Esperanza |"60  Valley  Street,  Suite  104" |Providence |
Rhode  Island |Comprehensive  Community  Action  Program |1090  Cranston  Street |Cranston |
Rhode  Island |CVS  Health  COVID-19  Testing  Site |1776  Broad  Street |Cranston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |681  Reservoir  Avenue |Cranston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |1285  South  County  Trail |East  Greenwich |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |2250  New  London  Turnpike |East  Greenwich |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |63  Newport  Avenue |East  Providence |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |26  Putnam  Pike |Johnston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |1123  Boston  Neck  Road |Narragansett |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |935  Manton  Avenue |Providence |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |960  Broad  Street |Providence |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |834  Providence  Street |West  Warwick |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |151  Franklin  Street |Westerly |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site |1054  Cass  Ave |Woonsocket |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |CVS  Health  COVID-19  Testing  Site  –  Twin  River  Casino |100  Twin  River  Rd |Lincoln |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Rhode  Island |East  Bay  Community  Action  Program |1  John  H  Chafee  Blvd |Newport |need  appointment
Rhode  Island |East  Greenwich  Pediatrics |1377  South  County  Trail  Suite  2B |East  Greenwich |
Rhode  Island |Express  Care  East  Greenwich |3461  South  County  Trail  (Rte  2) |East  Greenwich |
Rhode  Island |Express  Care  East  Greenwich |3461  South  County  Trail |East  Greenwich |
Rhode  Island |Express  Care  Westerly |268  Post  Rd. |Warwick |
Rhode  Island |Express  Care  Westerly |268  Post  Road  (Rte  1) |Westerly |
Rhode  Island |Fatima  Hospital |200  High  Service  Ave |North  Providence |
Rhode  Island |Garden  City  Treatment  Center  Outdoor  Respiratory  Clinic |1150  Reservoir  Ave |Cranston |
Rhode  Island |Lincoln  Urgent  Care |2  Wake  Robin  Road |Lincoln |
Rhode  Island |Medical  Associates  of  Rhode  Island |1180  Hope  Street |Bristol |
Rhode  Island |Medical  Associates  of  Rhode  Island |"950  Warren  Avenue,  Suite  303" |East  Providence |
Rhode  Island |North  Smithfield  Urgent  Care |594  Great  Road  Suite  102A |North  Smithfield |
Rhode  Island |Ocean  State  Pediatrics |"1671  South  County  Trail,  Suite  201" |East  Greenwich |
Rhode  Island |Ocean  State  Urgent  Care |2140  Mendon  Rd. |Cumberland |
Rhode  Island |Ocean  State  Urgent  Care |1195  N.  Main  St. |Providence |
Rhode  Island |Ocean  State  Urgent  Care |400  Putnam  Pike |Smithfield |
Rhode  Island |Ocean  State  Urgent  Care |1131  Warwick  Ave |Warwick |
Rhode  Island |P.R.I.M.A. |"2178  Mendon  Road,  Suite  100" |Cumberland |
Rhode  Island |Providence  Community  Health  Centers |934  Dexter  Road |Central  Falls |Need  Doctor's  referral  and  appointment;  must  be  a  resident  of  Central  Falls  or  Pawtucket
Rhode  Island |Providence  Community  Health  Centers |65  Gordon  Avenue |Providence |Need  Doctor's  referral  and  appointment
Rhode  Island |Rhode  Island  College |600  Mt  Pleasant  Ave |Providence |appt  required
Rhode  Island |Rhode  Island  Free  Clinic |647  Broad  St |Providence |
Rhode  Island |Southside  Cultural  Center  of  Rhode  Island |393  Broad  Street |Providence |
Rhode  Island |Thundermist  Health  Center  of  West  Warwick |186  Providence  St |West  Warwick |"need  appointment,  call  first  with  symptoms"
Rhode  Island |Thundermist  Health  Center  of  Woonsocket |450  Clinton  Street |Woonsocket |"need  appointment,  call  first  with  symptoms"
Rhode  Island |Thundermist  Health  Center  of  Woonsocket |450  Clinton  St. |Woonsocket |
Rhode  Island |Tri-County  Community  Action  Agency |1126  Hartford  Avenue |Johnston |
Rhode  Island |Walgreens |1011  CRANSTON  ST |CRANSTON |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Rhode  Island |WellOne |65  Union  Ave |Harrisville |
Rhode  Island |Wood  River  Health  Services |823  Main  St |Hope  Valley |
South  Carolina |Affinity  Health  Center |455  Lakeshore  Parkway |Rock  Hill |Call  or  register:  https://health.healow.com/affinityhealthcenter
South  Carolina |AnMed  Health  Oglesby  Center  A |2000  East  Greenville  St |Anderson |Appointment  Only
South  Carolina |Beaufort  Memorial  Medical  and  Administrative  Center |990  Ribaut  Rd. |Beaufort |Appointment  Only
South  Carolina |Calhoun  Falls  Family  Medicine |535  Jackson  Street |Calhoun  Falls |must  be  a  patient;  limited  tests
South  Carolina |Cherokee  Medical  Center |1530  N  Limestone  St |Gaffney |
South  Carolina |Citadel  Mall  campus |"2070  Sam  Rittenberg  Blvd,  Charleston,  SC  29407" |Charleston |Appointment  Only
South  Carolina |Coastal  Pediatric  Associates |2067  Charlie  Hall  Blvd. |Charleston |
South  Carolina |Coastal  Pediatric  Associates |776  Daniel  Ellis  Dr.  Bldg  2  Suite  A |Charleston |
South  Carolina |Coastal  Pediatric  Associates |1952  Long  Grove  Dr.  Suite  202 |Mount  Pleasant |
South  Carolina |Coastal  Pediatric  Associates |9165  University  Blvd.  Suite  100 |North  Charleston |
South  Carolina |Coastal  Pediatric  Associates |"2015  2nd  Ave,  Suite  101" |Summerville |
South  Carolina |Colonial  Healthcare |"4700  Forest  Drive,  Suite  101" |Columbia |
South  Carolina |Colonial  Healthcare |1036  Professional  Court |Manning |
South  Carolina |Colonial  Healthcare |1013  Professional  Ct |Manning |
South  Carolina |Colonial  Healthcare |26  Wesmark  Court |Sumter |
South  Carolina |Colonial  Healthcare |"304  W.  Wesmark  Blvd.," |Sumter |
South  Carolina |Colonial  Healthcare |325  Broad  Street |Sumter |
South  Carolina |Colonial  Healthcare |327  Broad  Street |Sumter |
South  Carolina |Colonial  Healthcare |385  W.  Wesmark  Blvd |Sumter |
South  Carolina |Colonial  Healthcare |698  Bultman  Drive |Sumter |
South  Carolina |Colonial  Healthcare |742  W.  Liberty  Street |Sumter |
South  Carolina |Columbia  Fairgrounds |1200  Rosewood  Dr |Columbia |
South  Carolina |CVS  Health  COVID-19  Testing  Site |902  West  Greenwood  Street |Abbeville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |922  Highway  28  By-Pass |Anderson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |2814  North  Main  Street |Anderson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1405  East  Greenville  Street |Anderson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |2500  Broad  Street |Camden |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |2152  Savannah  Highway |Charleston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1020  Orange  Grove  Road |Charleston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |4400  Dorchester  Road |Charleston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |2566  Ashley  River  Road |Charleston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |901  Market  Street |Cheraw |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |109  W  Manning  Street |Chesnee |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |"1300  Tiger  Boulevard,  Highway  123" |Clemson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |194  Jacobs  Highway |Clinton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |7749  Garners  Ferry  Road |Columbia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1210  Charleston  Highway |Columbia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |3055  Broad  River  Road |Columbia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |3700  Two  Notch  Road  Forest  Acres |Columbia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |100  Outlet  Point  Blvd |Columbia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |4310  Hardscrabble  Road |Columbia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |900  Assembly  Street |Columbia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |18252  Heritage  Highway |Denmark |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1211  Hwy.  301  North |Dillon |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |510  Tom  Hall  Street |Fort  Mill |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1055  Red  Bank  Road |Goose  Creek |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |2100  Augusta  Street |Greenville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |"1141  State  Park  Road,  Route  25" |Greenville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |4102  Old  Buncome  Road |Greenville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |35  South  Main  Street |Greenville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |2210  Laurens  Road |Greenville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |3901  Pelham  Road |Greenville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |3300  Wade  Hampton  Boulevard |Greenville  (Taylor) |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |119  West  Boyce  Street |Manning |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |700  N.  Main  Street |Marion |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |100  Rembert  Dennis  Boulevard |Monck's  Corner |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1676  Highway  17  North |Mount  Pleasant |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |101  Fetlock  Drive |Myrtle  Beach |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1303  38th  Avenue  North |Myrtle  Beach |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |3411  Socastee  Boulevard |Myrtle  Beach |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1210  Wilson  Road |Newberry |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |101  Edgefield  Road |North  Augusta |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1506  Montague  Avenue |North  Charleston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |8995  University  Boulevard |North  Charleston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |205  North  Van  Lingle  Mungo  Boulevard |Pageland |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |609  Cherry  Road |Rock  Hill |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |321  North  Main  Street |Saluda |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |401  SE  Main  Street |Simpsonville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |914  West  Georgia  Road |Simpsonville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1888  Boiling  Spring  Road |Spartanburg |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1751  East  Main  Street |Spartanburg |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |1515  Old  Trolley  Road |Summerville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |41  East  Calhoun  Street |Sumter |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |601  Highway  17  North |Surfside |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |555  Robertson  Boulevard |Walterboro |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |2401  Sunset  Boulevard |West  Columbia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |CVS  Health  COVID-19  Testing  Site |27  US  Highway  321  Bypass  South |Winnsboro |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
South  Carolina |Doctors  Care |793  E  Butler  Rd |Mauldin |appt  only  -  visit  link  for  prescreen
South  Carolina |Doctors  Care  urgent  care |2200  South  Irby  St. |Florence |Appointment  Only
North  Carolina |GoHealth  Urgent  Care |"11300  Cresthill  Dr.,  Suite  120" |Mint  Hill |
South  Carolina |Kershaw  County  Mental  Health  Clinic |2611  Liberty  Hill  Road |Camden |
South  Carolina |McLeod  Health |711  Chesterfield  Highway |Cheraw |Appointment  Only
South  Carolina |McLeod  Health |10  East  Hospital  St. |Clarendon |Appointment  Only
South  Carolina |McLeod  Health |301  East  Jackson  St. |Dillon |Appointment  Only
South  Carolina |McLeod  Health |3655  Mitchell  St. |Loris |Appointment  Only
South  Carolina |McLeod  Health  Seacoast |4000  Highway  9  East |Little  River |Appointment  Only
South  Carolina |McLeod  Regional  Medical  Center  of  Pee  Dee |555  East  Cheves  St. |Florence |Appointment  Only
South  Carolina |MUSC  Health  Lancaster  Medical  Center |1010  Woodland  Dr. |Lancaster |
South  Carolina |North  Charleston  Convention  Center |5000  Coliseum  Drive |North  Charleston |
South  Carolina |Prisma  Health  Greenville  Memorial  Hospital |701  Grove  Rd. |Greenville |Appointment  Only
South  Carolina |Prisma  Health  Richland  Hospital |5  Richland  Medical  Park  Dr. |Columbia |Appointment  Only
South  Carolina |Prisma  Health  Tuomey  Hospital |129  N  Washington  St. |Sumter |
South  Carolina |Ralph  H.  Johnson  Veterans  Affairs  Medical  Center |109  Bee  St |Charleston |prescreen  by  phone;  existing  patients  and  employees
South  Carolina |Roper  St.  Francis  Transitions  Clinic |5133  Rivers  Ave. |North  Charleston |Appointment  Only
South  Carolina |Union  Medical  Center |322  W  South  St |Union |
South  Carolina |USC  Upstate |305  North  Campus  Blvd |Spartanburg |
South  Carolina |Walgreens |1215  Longreen  Parkway |Columbia |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
South  Carolina |Ware  Shoals  Family  Practice |93  Greenwood  Avenue  S |Ware  Shoals |must  be  a  patient
South  Dakota |Avera |1900  Grassland  Drive |Mitchell |With  symptoms  +  high  risk
South  Dakota |Black  Hills  Urgent  Care |741  Mountain  View  Rd |Rapid  City |
South  Dakota |Black  Hills  Urgent  Care |1730  Haines  Ave. |Rapid  City |
South  Dakota |Black  Hills  Urgent  Care |120  E.  Michigan  St |Spearfish |
South  Dakota |Brookings  Health |300  22nd  Ave |Brookings |Hospital  patients  w/symptoms;  caregivers  w/symptoms;  healthcare  workers
South  Dakota |Fall  River  Rural  Clinic |1201  Highway  71  S |Hot  Springs |
South  Dakota |Monument  Health  Rapid  City  Urgent  Care |2116  Jackson  Blvd |Rapid  City |
South  Dakota |Sanford  Health |1305  W  18th  St |Sioux  Falls |Need  referral
South  Dakota |Walgreens |3620  W  41ST  ST |Sioux  Falls |No  appointment  needed.  A  valid  ID  is  required.  Bring  insurance  card  if  you  have  one.
Tennessee |AFC  Urgent  Care |2037  S.  Congress  Parkway |Athens |schedule  here  www.afcurgentcareathenstn.com
Tennessee |AFC  Urgent  Care |1521  Gunbarrel  Rd |Chattanooga |schedule  here  www.afcurgentcarechattanoogatn.com
Tennessee |AFC  Urgent  Care |170  Mouse  Creek  Rd |Cleveland |schedule  here  www.afcurgentcareclevelandtn.com
Tennessee |AFC  Urgent  Care |700  N.  Campbell  Station  Road |Farragut |schedule  here  www.afcurgentcarefarraguttn.com
Tennessee |AFC  Urgent  Care |5546  Highway  153  Suite  120 |Hixson |schedule  here  www.afcurgentcarehixsontn.com
Tennessee |AFC  Urgent  Care |6108  Kingston  Pike |Knoxville |schedule  here  www.afcurgentcareknoxvilletn.com
Tennessee |AFC  Urgent  Care |5150  N.  Broadway |Knoxville |schedule  here  www.afcurgentcarefountaincitytn.com
Tennessee |AFC  Urgent  Care |7564  Chapman  Hwy |Knoxville |schedule  here  www.afcurgentcarechapmanhwy.com
Tennessee |AFC  Urgent  Care |9058  Old  Lee  Highway |Ooltewah |schedule  here  www.afcurgentcareooltewahtn.com
Tennessee |AFC  Urgent  Care |713  Winfield  Dunn  Pkwy  #9 |Sevierville |schedule  here  www.afcurgentcareseviervilletn.com
Tennessee |American  Family  Care |5826  Nolensville  Pike |Nashville |By  appointment  only
Tennessee |Athens  Regional  park |101  Regional  park  Drive |Athens |
Tennessee |B&K  Grocery  parking  lot |8460  Highway  111 |Byrdstown |
Tennessee |Brighton  High  School |8045  Highway  51  South |Brighton |
Tennessee |Burritt  College |445  College  St. |Spencer |
Tennessee |Camp  Jordan  Park-  Cherokee  Health |323  Camp  Jordan  Rd |East  Ridge |
Tennessee |Campbell  County  Health  Department |162  Sharp-Perkins  Road |Jacksboro |
Tennessee |CareNow  Urgent  Care |2017  Mallory  Lane |Franklin |
Tennessee |CareNow  Urgent  Care |280  Indian  Lake  Blvd |Hendersonville |
Tennessee |CareNow  Urgent  Care |5225  Old  Hickory  Blvd |Hermitage |
Tennessee |CareNow  Urgent  Care |1705  W  Main  St |Lebanon |
Tennessee |CareNow  Urgent  Care |2003  Gallatin  Pike |Madison |
Tennessee |CareNow  Urgent  Care |669  S  Mt  Juliet  Rd |Mt.  Juliet |
Tennessee |CareNow  Urgent  Care |"2105  Memorial  Blvd,  Suite  B" |Murfreesboro |
Tennessee |CareNow  Urgent  Care |"3031  Medical  Center  Parkway,  Suite  B" |Murfreesboro |
Tennessee |CareNow  Urgent  Care |2372  Lebanon  Pike |Nashville |
Tennessee |CareNow  Urgent  Care |"3404  West  End  Ave,  Suite  101" |Nashville |
