State |Location |Address |City |Phone Number
Oregon |Providence Immediate Care |10670 NE Cornell Rd |Hillsboro |503-216-9360
Oregon |Providence Immediate Care |1321 NE 99th Ave |Portland |503-215-9900
Oregon |Providence Immediate Care |16770 SW Edy Rd |Sherwood |503-216-9600
Oregon |Providence Immediate Care |18040 SW Lower Boones Ferry Rd |Tigard |503-216-0724
Oregon |Providence Immediate Care |12442 SW Scholls Ferry Rd |Tigard |503-216-9254
Oregon |Providence Medford Urgent Care |70 Bower Dr Suite 110 |Medford |541-732-3962
Oregon |Providence Medical Center |4805 NE Glisan St |Portland |N/A
Oregon |Redmond Family Care |211 NW Larch Ave |Redmond |541-548-2164
Oregon |Samaritan Health |1046 6th Ave SW |Albany |541-812-4000
Oregon |Samaritan Health |5234 SW Philomath Blvd |Corvallis |541-768-4970
Oregon |Samaritan Health |525 N Santiam Hwy |Lebanon |541-258-2101
Oregon |Samaritan Health |920 SW Range Drive |Waldport |541-563-3197
Oregon |Samaritan Health Depoe Bay Clinic |531 N Highway 101 Ste A |Depoe Bay |541-765-3265
Oregon |Siskiyou Community Health Center |1701 NW Hawthorne Avenue |Grants Pass |(541) 472-4700
Oregon |Sisters Family Care |630 N Arrowleaf Trail |Sisters |541-549-1318
Oregon |Southridge High |9625 SW 125th Avenue |Beaverton |N/A
Oregon |St. Charles Bend East Family Care |2600 NE Neff Road |Bend |541-699-5107
Oregon |Summit Medical Urgent Care |1501 NE Medical Center Dr |Bend |(541) 706-6400
Oregon |Summit Medical Urgent Care |815 SW Bond St |Bend |541-706-2552
Oregon |Summit Medical Urgent Care |865 SW Veterans Way |Redmond |541-550-4602
Oregon |Virginia Garcia Memorial |226 SE 8th Ave |Hillsboro |N/A
Oregon |Walgreens |6215 Se Tualatin Valley Hwy |Hillsboro |N/A
Pennsylvania |Abington Memorial Hospital - Rosenfeld Cancer Center Parking Lot |1200 Old York Road |Abington |215 |344 |8422
Pennsylvania |Crozer-Chester Medical Center |1 Medical Center Blvd. |Upland |610-447-6730
Pennsylvania |CVS Health COVID-19 Testing Site |4849 William Flynn Highway |Allison Park |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |7000 Butler Pike |Ambler |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |2801 Egypt Road |Audubon |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |975 Rostraver Road |Belle Vernon |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3811 Neshaminy Boulevard |Bensalem |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |2434 Catasauqua Road |Bethlehem |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |6050 Sterners Way Unit 1 |Bethlehem |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3265 County Line Road |Chalfont |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |70 West Steuben Street |Crafton |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1181 Freedom Road |Cranberry Township |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |599 Bell Tavern Boulevard |Downingtown |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |5001 Township Line Road |Drexel Hill |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3519 Nazareth Road |Easton |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |620 Old Philadelphia Road |Easton |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |920 Bethlehem Pike |Erdenheim |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3750 Sterrettania Road |Erie |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |141 West Lincoln Highway |Exton |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1937 MacDade Boulevard |Folsom |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |335 Lancaster Avenue |Frazer |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |863 Baltimore Pike |Glenn Mills |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |5001 Jonestown Road |Harrisburg |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |550 North Progress Avenue |Harrisburg |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1530 Cowpath Road |Hatfield |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |2501 Warren Road |Indiana |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |835 Old York Road |Jenkintown |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |870 Baltimore Pike |Kennett Square |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |2110 Spring Valley Rd |Lancaster |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |730 Newark Road |Landenberg |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |2333 Welsh Road |Landsdale |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |840 South Valley Road |Lansdale |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3 South Pennell Road |Lima |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |385 North Broad Street |Lititz |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3295 PA Route 100 |Macungie |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |5703 Steubenville Pike |McKees Rocks |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |6706 Carlisle Pike |Mechanicsburg |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3893 William Penn Hwy |Monroeville |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |328 Cochran Road |Mt. Lebanon |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1803 Wilmington Road |New Castle |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |734 East Washington Street |New Castle |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |200 South Lincoln Avenue |Newtown |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3930 West Chester Pike |Newtown Square |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1201 North Fifth Street |Perkasie |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |402 Route 313 |Perkasie |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |15500 Bustleton Avenue |Philadelphia |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |10901 C Bustleton Avenue |Philadelphia |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1901 West Oregon Avenue |Philadelphia |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3300-10 South Broad Street |Philadelphia |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3780 Main Street |Philadelphia |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |6150 N 5th Street |Philadelphia |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |6701 Ridge Avenue Building 1 |Philadelphia |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |7065 Lincoln Drive |Philadelphia |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |130 Schuylkill Rd |Phoenixville |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1740 Washington Road |Pittsburgh |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |4664 Browns Hill Road |Pittsburgh |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |611 Duncan Avenue |Pittsburgh |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |2400 Butler Pike |Plymouth Meeting |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |"351 West Schuylkill Road, Suite SQ2" |Pottstown |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1034 Second Street |Richboro |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |509 Davis Street |Scranton |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |923 Providence Road |Secane |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |409 Harleysville Pike |Souderton |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |795 Baltimore Pike |Springfield |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |3015 Lincoln Highway |Thorndale |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |455 West Street Road |Warminster |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1040 West Chester Pike |West Chester |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1200 Wilmington Pike |West Chester |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |760 Miles Rd. |West Chester |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |1849 Lycoming Creek Road |Williamsport |N/A
Pennsylvania |CVS Health COVID-19 Testing Site |820 Edgewood Road |York |N/A
Pennsylvania |Doylestown Health |595 W. State Street |Doylestown |(267-885-1722)
Pennsylvania |Einstein Physicians |101 East Olney Ave |Philadelphia |800-EINSTEIN
Pennsylvania |Einstein Physicians |7131 Frankford Ave |Philadelphia |800-EINSTEIN
Pennsylvania |Einstein Physicians Mayfair |"7131 Frankford Avenue, 2nd Floor" |Philadelphia |800-EINSTEIN
Pennsylvania |Genesis Diagnostic |900 Town Center Dr |Langhorne |N/A
Pennsylvania |Hunting Park Health Center |2017 W. Hunting Ave |Philadelphia |215-271-4286
Pennsylvania |Jefferson Bucks Hospital |380 N Oxford Valley Rd |Langhorne |N/A
Pennsylvania |Jefferson Center City |945 Sansom Street |Philadelphia |215 |327 | 7837
Pennsylvania |Jefferson Frankford Hospital |4900 Frankford Ave |Philadelphia |N/A
Pennsylvania |Jefferson Health |10th and Sanson Street |Philadelphia/Center City |800-JEFF-NOW
Pennsylvania |Jefferson Health |3 Crescent Drive |Philadelphia/Navy Yard |800-JEFF-NOW
Pennsylvania |Jefferson Northeast - Jefferson Urgent Care Parking Lot |2966 Street Road |Bensalem |215 |710 |3704
Pennsylvania |Jefferson Torresdale Hospital |10800 Knights Rd |Philadelphia |N/A
Pennsylvania |Lehigh Valley Health Network |1730 W. Chew Street |Allentown |610-969-3500
Pennsylvania |Lehigh Valley Health Network |2604 Schoenersville Road |Bethlehem |484-788-0273
Pennsylvania |Lehigh Valley Health Network |35 Sillyman Street |Cressona |570-593-5557
Pennsylvania |Lehigh Valley Health Network |128 W 14th Street |Hazleton |570-455-7678
Pennsylvania |Lehigh Valley Health Network |149 N Vine Street |Hazleton |570-501-7400
Pennsylvania |Lehigh Valley Health Network |6451 Village Lane |Macungie |610-967-2772
Pennsylvania |Lehigh Valley Health Network |863 Nazareth Pike |Nazareth |484-373-3276
Pennsylvania |Lehigh Valley Health Network |528 Delaware Ave |Palmerton |610-900-4950
Pennsylvania |Lehigh Valley Health Network |"320 W Pumping Station Road, Suite 3" |Quakertown |215-529-4267
Pennsylvania |Lehigh Valley Health Network |1655 W Main Street |Stroudsburg |272-762-2800
Pennsylvania |Lehigh Valley Health Network |"292 Frantz Road, Suite 102" |Stroudsburg |888-402-5846
Pennsylvania |Lehigh Valley Health Network |2741 MacArthur Road |Whitehall |610-403-6000
Pennsylvania |Main Line Health - Newtown Square |3855 West Chester Pike |Newtown Square |866.225.5654
Pennsylvania |Main Line Health - Radnor |240 North Radnor Chester Road |Radnor |866.225.5654
Pennsylvania |MedExpress |300 East Plank Road |Altoona |814-946-3801
Pennsylvania |MedExpress |655 East Dubois Ave |Dubois |814-371-6164
Pennsylvania |MedExpress |5039 Peach Street |Erie |814-866-1443
Pennsylvania |MedExpress |2128 Oakland Ave |Indiana |724-349-4362
Pennsylvania |MedExpress |1221 Scalp Ave |Johnstown |814-266-1138
Pennsylvania |MedExpress |1010 West Crestview Drive |Lebanon |717-272-7469
Pennsylvania |MedExpress |1613 North Atherton Street |State College |814-238-1066
Pennsylvania |MedExpress |289 McClellandtown Road |Uniontown |724-439-3627
Pennsylvania |MedExpress |10632 Perry Highway |Wexford |724-934-3627
Pennsylvania |Mercy Catholic Medical Center (MCMC) – Mercy Philadelphia |501 S. 54th Street |Philadelphia |N/A
Pennsylvania |Mount Nittany |1700 Old Gatesburg Road |State College |N/A
Pennsylvania |Penn Medicine |201 King of Prussia Road - north parking lot |Radnor |267 |414 |2303
Pennsylvania |Penn Medicine |4122 Market Street Parking Lot |West Philadelphia |267 |414 |2303
Pennsylvania |Penn Medicine Urgent Care |"1930 S. Broad Street, Ground Floor" |Philadelphia |215-419-7500
Pennsylvania |Pennsylvania College of Health Sciences |850 Greenfield Road |Lancaster |N/A
Pennsylvania |Philadelphia Dept. of Health |2230 Cottman Ave |Philadelphia |215-685-0639
Pennsylvania |Philadelphia Dept. of Health |1700 S. Broad St |Philadelphia |215-685-1803
Pennsylvania |Philadelphia Dept. of Health |2840 W. Dauphin St |Philadelphia |215-685-2401
Pennsylvania |Philadelphia Dept. of Health |1900 N. 20th St |Philadelphia |215-685-2933
Pennsylvania |Philadelphia Dept. of Health |301 W. Girard Ave |Philadelphia |215-685-3803
Pennsylvania |Philadelphia Dept. of Health |131 E. Chelten Ave |Philadelphia |215-685-5701
Pennsylvania |Philadelphia Dept. of Health |555 S. 43rd St |Philadelphia |215-685-7504
Pennsylvania |Philadelphia Dept. of Health |4400 Haverford Ave |Philadelphia |215-685-7601
Pennsylvania |PHMC Congreso Health Center |412 W. Lehigh Ave |Philadelphia |855-887-9229
Pennsylvania |PHMC Health Connection |1900 N. 9th St |Philadelphia |855-887-9229
Pennsylvania |PHMC Rising Sun Health Center |5675 N. Front St |Philadelphia |855-887-9229
Pennsylvania |PM Pediatrics Urgent Care |101 E. Swedesford Rd |Wayne |610.688.5437
Pennsylvania |Project Baseline Erie | |Erie |N/A
Pennsylvania |Project Baseline Harrisburg | |Harrisburg |N/A
Pennsylvania |Project Baseline Monroeville | |Monroeville |N/A
Pennsylvania |Project Baseline Plains | |Plains |N/A
Pennsylvania |Project Baseline York | |York |N/A
Pennsylvania |Project Home Stephen Klein Wellness Center |2144 Cecil B. Moore Ave |Philadelphia |215-232-7272
Pennsylvania |Rite Aid |5430 Peach Street |Erie |N/A
Pennsylvania |Rite Aid |20 South River Street |Scranton |N/A
Pennsylvania |Sayre Health Center |227 S. 59th St |Philadelphia |215-474-4444
Pennsylvania |Tower Health Urgent Care |1050 East Philadelphia Ave |Gilbertsville |484-628-8000
Pennsylvania |Tower Health Urgent Care |215 Lancaster Ave |Malvern |484-628-8000
Pennsylvania |Tower Health Urgent Care |10050 Roosevelt Blvd. |Philadelphia |484-628-8000
Pennsylvania |Tower Health Urgent Care |580 West Germantown Pike |Plymouth Meeting |484-628-8000
Pennsylvania |Tower Health Urgent Care |2101 State Hill Rd Suite 5 |Reading |484-628-8000
Pennsylvania |UPMC Northwest Reno Diagnostic Center |1671 Allegheny Blvd. |Reno |1-833-559-7680
Pennsylvania |Walgreens |52 CHESTER PIKE |DARBY |N/A
Pennsylvania |Walmart |9300 State Route 61 |Coal Township |N/A
Pennsylvania |Walmart |120 AJK Blvd. |Lewisburg |N/A
Pennsylvania |Walmart |980 N. Susquehanna Trail |Selinsgrove |N/A
Rhode Island |Anchor Medical Associates |"1 Commerce Street, Suite 200" |Lincoln |401-793-8500
Rhode Island |Armistice Urgent Care |209 Armistice Blvd |Pawtucket |(401) 725-4100
Rhode Island |Blackstone Valley Community Health Care |9 Chestnut Street |Central Falls |(401)722-0081
Rhode Island |Blackstone Valley Community Health Care |1000 Broad Street |Central Falls |(401)722-0081
Rhode Island |Blackstone Valley Community Health Care |39 East Avenue |Pawtucket |(401)722-0081
Rhode Island |Blackstone Valley Community Health Care |1145 Main Street |Pawtucket |(401)722-0081
Rhode Island |Blackstone Valley Pediatrics |2 Meehan Lane |Cumberland |(401) 658-2525
Rhode Island |Care New England |45 Willard Avenue |Providence |(401) 453-7900
Rhode Island |Clínica Esperanza |"60 Valley Street, Suite 104" |Providence |401-408-0238
Rhode Island |Comprehensive Community Action Program |1090 Cranston Street |Cranston |(401) 467-9610
Rhode Island |CVS Health COVID-19 Testing Site |1776 Broad Street |Cranston |N/A
Rhode Island |CVS Health COVID-19 Testing Site |681 Reservoir Avenue |Cranston |N/A
Rhode Island |CVS Health COVID-19 Testing Site |1285 South County Trail |East Greenwich |N/A
Rhode Island |CVS Health COVID-19 Testing Site |2250 New London Turnpike |East Greenwich |N/A
Rhode Island |CVS Health COVID-19 Testing Site |63 Newport Avenue |East Providence |N/A
Rhode Island |CVS Health COVID-19 Testing Site |26 Putnam Pike |Johnston |N/A
Rhode Island |CVS Health COVID-19 Testing Site |1123 Boston Neck Road |Narragansett |N/A
Rhode Island |CVS Health COVID-19 Testing Site |935 Manton Avenue |Providence |N/A
Rhode Island |CVS Health COVID-19 Testing Site |960 Broad Street |Providence |N/A
Rhode Island |CVS Health COVID-19 Testing Site |834 Providence Street |West Warwick |N/A
Rhode Island |CVS Health COVID-19 Testing Site |151 Franklin Street |Westerly |N/A
Rhode Island |CVS Health COVID-19 Testing Site |1054 Cass Ave |Woonsocket |N/A
Rhode Island |CVS Health COVID-19 Testing Site – Twin River Casino |100 Twin River Rd |Lincoln |N/A
Rhode Island |East Bay Community Action Program |1 John H Chafee Blvd |Newport |4018482160
Rhode Island |East Greenwich Pediatrics |1377 South County Trail Suite 2B |East Greenwich |401-884-8900
Rhode Island |Express Care East Greenwich |3461 South County Trail (Rte 2) |East Greenwich |401-471-6740
Rhode Island |Express Care East Greenwich |3461 South County Trail |East Greenwich |401-471-6740
Rhode Island |Express Care Westerly |268 Post Rd. |Warwick |401-604-2500
Rhode Island |Express Care Westerly |268 Post Road (Rte 1) |Westerly |401-604-2500
Rhode Island |Fatima Hospital |200 High Service Ave |North Providence |401-456-3000
Rhode Island |Garden City Treatment Center Outdoor Respiratory Clinic |1150 Reservoir Ave |Cranston |401-946-2400
Rhode Island |Lincoln Urgent Care |2 Wake Robin Road |Lincoln |4013339595
Rhode Island |Medical Associates of Rhode Island |1180 Hope Street |Bristol |401-253-8900
Rhode Island |Medical Associates of Rhode Island |"950 Warren Avenue, Suite 303" |East Providence |401-228-7887
Rhode Island |North Smithfield Urgent Care |594 Great Road Suite 102A |North Smithfield |401-768-3400
Rhode Island |Ocean State Pediatrics |"1671 South County Trail, Suite 201" |East Greenwich |401-886-7881
Rhode Island |Ocean State Urgent Care |2140 Mendon Rd. |Cumberland |(401) 642-2072
Rhode Island |Ocean State Urgent Care |1195 N. Main St. |Providence |(401) 861-3782
Rhode Island |Ocean State Urgent Care |400 Putnam Pike |Smithfield |(401) 757-6160
Rhode Island |Ocean State Urgent Care |1131 Warwick Ave |Warwick |(401) 287-4440
Rhode Island |P.R.I.M.A. |"2178 Mendon Road, Suite 100" |Cumberland |401-333-5201
Rhode Island |Providence Community Health Centers |934 Dexter Road |Central Falls |8558437620
Rhode Island |Providence Community Health Centers |65 Gordon Avenue |Providence |4014440404
Rhode Island |Rhode Island College |600 Mt Pleasant Ave |Providence |855-840-4774
Rhode Island |Rhode Island Free Clinic |647 Broad St |Providence |401-922-6843
Rhode Island |Southside Cultural Center of Rhode Island |393 Broad Street |Providence |401-648-4700
Rhode Island |Thundermist Health Center of West Warwick |186 Providence St |West Warwick |401-767-4100
Rhode Island |Thundermist Health Center of Woonsocket |450 Clinton Street |Woonsocket |401-767-4100
Rhode Island |Thundermist Health Center of Woonsocket |450 Clinton St. |Woonsocket |401-767-4100
Rhode Island |Tri-County Community Action Agency |1126 Hartford Avenue |Johnston |401-519-1940
Rhode Island |Walgreens |1011 CRANSTON ST |CRANSTON |N/A
Rhode Island |WellOne |65 Union Ave |Harrisville |(401) 568-4440
Rhode Island |Wood River Health Services |823 Main St |Hope Valley |(401) 539-2461
South Carolina |Affinity Health Center |455 Lakeshore Parkway |Rock Hill |803-909-6363 ext 0
South Carolina |AnMed Health Oglesby Center A |2000 East Greenville St |Anderson |N/A
South Carolina |Beaufort Memorial Medical and Administrative Center |990 Ribaut Rd. |Beaufort |N/A
South Carolina |Calhoun Falls Family Medicine |535 Jackson Street |Calhoun Falls |864-418-8578
South Carolina |Cherokee Medical Center |1530 N Limestone St |Gaffney |N/A
South Carolina |Citadel Mall campus |"2070 Sam Rittenberg Blvd, Charleston, SC 29407" |Charleston |N/A
South Carolina |Coastal Pediatric Associates |2067 Charlie Hall Blvd. |Charleston |843-573-2535
South Carolina |Coastal Pediatric Associates |776 Daniel Ellis Dr. Bldg 2 Suite A |Charleston |843-795-8100
South Carolina |Coastal Pediatric Associates |1952 Long Grove Dr. Suite 202 |Mount Pleasant |843.971.2992
South Carolina |Coastal Pediatric Associates |9165 University Blvd. Suite 100 |North Charleston |843.284.4255
South Carolina |Coastal Pediatric Associates |"2015 2nd Ave, Suite 101" |Summerville |843.737.9465
South Carolina |Colonial Healthcare |"4700 Forest Drive, Suite 101" |Columbia |803-256-1511
South Carolina |Colonial Healthcare |1036 Professional Court |Manning |803-433-5220
South Carolina |Colonial Healthcare |1013 Professional Ct |Manning |803-433-7425
South Carolina |Colonial Healthcare |26 Wesmark Court |Sumter |803-773-5227
South Carolina |Colonial Healthcare |"304 W. Wesmark Blvd.," |Sumter |803-773-5227
South Carolina |Colonial Healthcare |325 Broad Street |Sumter |803-773-5227
South Carolina |Colonial Healthcare |327 Broad Street |Sumter |803-773-5227
South Carolina |Colonial Healthcare |385 W. Wesmark Blvd |Sumter |803-773-5227
South Carolina |Colonial Healthcare |698 Bultman Drive |Sumter |803-773-5227
South Carolina |Colonial Healthcare |742 W. Liberty Street |Sumter |803-773-5227
South Carolina |Columbia Fairgrounds |1200 Rosewood Dr |Columbia |N/A
South Carolina |CVS Health COVID-19 Testing Site |902 West Greenwood Street |Abbeville |N/A
South Carolina |CVS Health COVID-19 Testing Site |922 Highway 28 By-Pass |Anderson |N/A
South Carolina |CVS Health COVID-19 Testing Site |2814 North Main Street |Anderson |N/A
South Carolina |CVS Health COVID-19 Testing Site |1405 East Greenville Street |Anderson |N/A
South Carolina |CVS Health COVID-19 Testing Site |2500 Broad Street |Camden |N/A
South Carolina |CVS Health COVID-19 Testing Site |2152 Savannah Highway |Charleston |N/A
South Carolina |CVS Health COVID-19 Testing Site |1020 Orange Grove Road |Charleston |N/A
South Carolina |CVS Health COVID-19 Testing Site |4400 Dorchester Road |Charleston |N/A
South Carolina |CVS Health COVID-19 Testing Site |2566 Ashley River Road |Charleston |N/A
South Carolina |CVS Health COVID-19 Testing Site |901 Market Street |Cheraw |N/A
South Carolina |CVS Health COVID-19 Testing Site |109 W Manning Street |Chesnee |N/A
South Carolina |CVS Health COVID-19 Testing Site |"1300 Tiger Boulevard, Highway 123" |Clemson |N/A
South Carolina |CVS Health COVID-19 Testing Site |194 Jacobs Highway |Clinton |N/A
South Carolina |CVS Health COVID-19 Testing Site |7749 Garners Ferry Road |Columbia |N/A
South Carolina |CVS Health COVID-19 Testing Site |1210 Charleston Highway |Columbia |N/A
South Carolina |CVS Health COVID-19 Testing Site |3055 Broad River Road |Columbia |N/A
South Carolina |CVS Health COVID-19 Testing Site |3700 Two Notch Road Forest Acres |Columbia |N/A
South Carolina |CVS Health COVID-19 Testing Site |100 Outlet Point Blvd |Columbia |N/A
South Carolina |CVS Health COVID-19 Testing Site |4310 Hardscrabble Road |Columbia |N/A
South Carolina |CVS Health COVID-19 Testing Site |900 Assembly Street |Columbia |N/A
South Carolina |CVS Health COVID-19 Testing Site |18252 Heritage Highway |Denmark |N/A
South Carolina |CVS Health COVID-19 Testing Site |1211 Hwy. 301 North |Dillon |N/A
South Carolina |CVS Health COVID-19 Testing Site |510 Tom Hall Street |Fort Mill |N/A
South Carolina |CVS Health COVID-19 Testing Site |1055 Red Bank Road |Goose Creek |N/A
South Carolina |CVS Health COVID-19 Testing Site |2100 Augusta Street |Greenville |N/A
South Carolina |CVS Health COVID-19 Testing Site |"1141 State Park Road, Route 25" |Greenville |N/A
South Carolina |CVS Health COVID-19 Testing Site |4102 Old Buncome Road |Greenville |N/A
South Carolina |CVS Health COVID-19 Testing Site |35 South Main Street |Greenville |N/A
South Carolina |CVS Health COVID-19 Testing Site |2210 Laurens Road |Greenville |N/A
South Carolina |CVS Health COVID-19 Testing Site |3901 Pelham Road |Greenville |N/A
South Carolina |CVS Health COVID-19 Testing Site |3300 Wade Hampton Boulevard |Greenville (Taylor) |N/A
South Carolina |CVS Health COVID-19 Testing Site |119 West Boyce Street |Manning |N/A
South Carolina |CVS Health COVID-19 Testing Site |700 N. Main Street |Marion |N/A
South Carolina |CVS Health COVID-19 Testing Site |100 Rembert Dennis Boulevard |Monck's Corner |N/A
South Carolina |CVS Health COVID-19 Testing Site |1676 Highway 17 North |Mount Pleasant |N/A
South Carolina |CVS Health COVID-19 Testing Site |101 Fetlock Drive |Myrtle Beach |N/A
South Carolina |CVS Health COVID-19 Testing Site |1303 38th Avenue North |Myrtle Beach |N/A
South Carolina |CVS Health COVID-19 Testing Site |3411 Socastee Boulevard |Myrtle Beach |N/A
South Carolina |CVS Health COVID-19 Testing Site |1210 Wilson Road |Newberry |N/A
South Carolina |CVS Health COVID-19 Testing Site |101 Edgefield Road |North Augusta |N/A
South Carolina |CVS Health COVID-19 Testing Site |1506 Montague Avenue |North Charleston |N/A
South Carolina |CVS Health COVID-19 Testing Site |8995 University Boulevard |North Charleston |N/A
South Carolina |CVS Health COVID-19 Testing Site |205 North Van Lingle Mungo Boulevard |Pageland |N/A
South Carolina |CVS Health COVID-19 Testing Site |609 Cherry Road |Rock Hill |N/A
South Carolina |CVS Health COVID-19 Testing Site |321 North Main Street |Saluda |N/A
South Carolina |CVS Health COVID-19 Testing Site |401 SE Main Street |Simpsonville |N/A
South Carolina |CVS Health COVID-19 Testing Site |914 West Georgia Road |Simpsonville |N/A
South Carolina |CVS Health COVID-19 Testing Site |1888 Boiling Spring Road |Spartanburg |N/A
South Carolina |CVS Health COVID-19 Testing Site |1751 East Main Street |Spartanburg |N/A
South Carolina |CVS Health COVID-19 Testing Site |1515 Old Trolley Road |Summerville |N/A
South Carolina |CVS Health COVID-19 Testing Site |41 East Calhoun Street |Sumter |N/A
South Carolina |CVS Health COVID-19 Testing Site |601 Highway 17 North |Surfside |N/A
South Carolina |CVS Health COVID-19 Testing Site |555 Robertson Boulevard |Walterboro |N/A
South Carolina |CVS Health COVID-19 Testing Site |2401 Sunset Boulevard |West Columbia |N/A
South Carolina |CVS Health COVID-19 Testing Site |27 US Highway 321 Bypass South |Winnsboro |N/A
South Carolina |Doctors Care |793 E Butler Rd |Mauldin |N/A
South Carolina |Doctors Care urgent care |2200 South Irby St. |Florence |N/A
North Carolina |GoHealth Urgent Care |"11300 Cresthill Dr., Suite 120" |Mint Hill |7044389479
South Carolina |Kershaw County Mental Health Clinic |2611 Liberty Hill Road |Camden |N/A
South Carolina |McLeod Health |711 Chesterfield Highway |Cheraw |N/A
South Carolina |McLeod Health |10 East Hospital St. |Clarendon |N/A
South Carolina |McLeod Health |301 East Jackson St. |Dillon |N/A
South Carolina |McLeod Health |3655 Mitchell St. |Loris |N/A
South Carolina |McLeod Health Seacoast |4000 Highway 9 East |Little River |N/A
South Carolina |McLeod Regional Medical Center of Pee Dee |555 East Cheves St. |Florence |N/A
South Carolina |MUSC Health Lancaster Medical Center |1010 Woodland Dr. |Lancaster |N/A
South Carolina |North Charleston Convention Center |5000 Coliseum Drive |North Charleston |N/A
South Carolina |Prisma Health Greenville Memorial Hospital |701 Grove Rd. |Greenville |N/A
South Carolina |Prisma Health Richland Hospital |5 Richland Medical Park Dr. |Columbia |N/A
South Carolina |Prisma Health Tuomey Hospital |129 N Washington St. |Sumter |N/A
South Carolina |Ralph H. Johnson Veterans Affairs Medical Center |109 Bee St |Charleston |(843) 789-6400
South Carolina |Roper St. Francis Transitions Clinic |5133 Rivers Ave. |North Charleston |N/A
South Carolina |Union Medical Center |322 W South St |Union |N/A
South Carolina |USC Upstate |305 North Campus Blvd |Spartanburg |N/A
South Carolina |Walgreens |1215 Longreen Parkway |Columbia |N/A
South Carolina |Ware Shoals Family Practice |93 Greenwood Avenue S |Ware Shoals |864-456-7436
South Dakota |Avera |1900 Grassland Drive |Mitchell |605-995-7000
South Dakota |Black Hills Urgent Care |741 Mountain View Rd |Rapid City |605-791-7777
